date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.4,0.4122
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.76,0.8188
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,28.66,4.9247
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.3,0.91
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.46,1.9686
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.54,0.0924
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,100.91,17.3414
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.92,1.1896
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.16,0.5437
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.58,0.9597
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,28.46,4.8914
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.49,1.8022
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.88,2.2129
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.67,1.6619
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.05,5.507
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.67,1.1461
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.14,0.883
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.38,2.1268
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.14,0.3686
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,3.87,0.6642
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,21.68,3.7259
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.96,0.5081
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,5.45,0.9374
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.41,0.4138
2019-06-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.41,0.4137
2019-07-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.57,0.9822
2019-07-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.34,0.7662
2019-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.32,0.7618
2019-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.72,0.4794
2019-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.46,1.6696
2019-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.68,0.6494
2019-07-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,31.77,5.6053
2019-07-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,51.9,9.156
2019-07-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,48.35,8.5299
2019-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,27.1,4.782
2019-07-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.43,0.7819
2019-07-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,125.76,22.1876
2019-07-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,5.98,1.0554
2019-07-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,48.3,8.5212
2019-07-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.69,8.4138
2019-07-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.26,6.9267
2019-07-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.18,0.3841
2019-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.31,0.936
2019-07-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,27.75,4.8954
2019-07-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.47,0.9648
2019-07-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.18,1.9728
2019-07-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1091
2019-07-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,100.48,17.7282
2019-07-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.05,1.2446
2019-07-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.29,0.404
2019-07-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.52,0.7974
2019-07-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,27.67,4.8826
2019-07-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.36,1.8285
2019-07-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.1,2.1341
2019-07-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.91,1.5717
2019-07-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,31.98,5.6419
2019-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.41,1.1309
2019-07-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.81,0.8492
2019-07-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.77,1.8999
2019-07-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,1.95,0.3435
2019-07-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.62,0.4621
2019-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,20.67,3.6461
2019-07-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.67,0.4707
2019-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.84,0.5017
2019-07-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.43,0.4291
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.8,1.0231
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.41,0.7784
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.29,0.756
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.52,0.4441
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,8.83,1.5572
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.31,0.5831
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,34.24,6.0412
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,55.56,9.8033
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.33,8.351
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,26.16,4.6148
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.4,0.7762
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,122.22,21.5637
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,5.95,1.0503
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,46.45,8.1952
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,45.97,8.1113
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,32.65,5.7604
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.18,0.3854
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.17,0.9114
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,25.93,4.5752
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.02,0.8864
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.51,1.8537
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1091
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,99.0,17.4662
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.07,1.2467
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.29,0.4048
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.13,0.9052
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,26.53,4.6809
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,9.82,1.733
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,11.44,2.0179
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.05,1.4197
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.27,5.6936
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.22,1.0982
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.64,0.8179
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.9,1.7468
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,1.76,0.3111
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.29,0.4035
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,19.27,3.4005
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.36,0.417
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.97,0.5248
2019-07-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,1.83,0.3236
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.5,0.9701
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.59,0.8094
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.67,0.8237
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,10.11,1.7841
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.91,0.69
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,37.72,6.6553
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,58.09,10.2493
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,49.37,8.7102
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,30.37,5.3587
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.73,0.8345
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,126.53,22.3227
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.24,1.101
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,50.34,8.8808
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,48.27,8.5159
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,45.91,8.1
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,2.39,0.4216
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,29.25,5.1597
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.25,0.9267
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.11,1.9595
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1091
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,104.3,18.401
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.94,1.2237
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,1.7,0.3007
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.34,0.9424
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,27.28,4.8135
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.9,1.9224
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.08,2.3077
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.7,1.712
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,35.1,6.1927
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.0,1.2344
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.22,0.9206
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.72,1.892
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.15,0.3789
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.98,0.5254
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,24.37,4.2999
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.81,0.496
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.22,0.5674
2019-07-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.78,0.4908
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.95,1.0497
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.35,0.7669
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.79,0.8451
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,10.35,1.8258
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.95,0.697
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.55,0.0962
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,25.64,4.5233
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,59.04,10.417
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,49.72,8.7718
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,32.95,5.8129
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.5,0.7933
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,150.04,26.4711
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.53,1.1516
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,47.4,8.3629
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,51.36,9.0621
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,54.03,9.5329
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.57,0.4543
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.32,0.9383
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,30.26,5.3387
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.36,0.945
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.3,1.9945
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1091
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,100.96,17.8116
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.06,1.2452
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.16,0.5582
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.07,0.8939
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,28.81,5.0826
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.6,1.8693
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.79,2.2573
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.89,1.7444
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,31.22,5.5082
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.81,1.202
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.66,0.9993
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.12,2.1383
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,1.71,0.3013
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.54,0.449
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,22.41,3.9534
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.69,0.4751
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.78,0.4913
2019-07-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.25,0.3961
2019-08-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.6,0.9936
2019-08-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.39,0.7802
2019-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.4,0.7817
2019-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.37,0.421
2019-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.47,1.6811
2019-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.7,0.6574
2019-08-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,31.53,5.5987
2019-08-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,52.18,9.2646
2019-08-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.88,8.502
2019-08-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,27.32,4.8511
2019-08-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.45,0.7894
2019-08-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,122.9,21.8214
2019-08-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,5.96,1.0591
2019-08-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,48.09,8.5391
2019-08-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.27,8.3931
2019-08-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.14,6.9496
2019-08-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.26,0.4004
2019-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.28,0.9383
2019-08-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,28.82,5.1164
2019-08-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.51,0.9777
2019-08-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.23,1.9934
