date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2019-08-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1097
2019-08-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,99.15,17.6047
2019-08-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.75,1.1994
2019-08-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.3,0.4092
2019-08-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.55,0.8084
2019-08-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,27.84,4.9425
2019-08-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.41,1.8492
2019-08-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.18,2.1622
2019-08-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.82,1.5658
2019-08-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.26,5.7286
2019-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.49,1.1519
2019-08-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.99,0.8859
2019-08-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.98,1.9488
2019-08-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.4,0.4264
2019-08-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.49,0.4417
2019-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,22.93,4.071
2019-08-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.07,0.3677
2019-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.21,0.5692
2019-08-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.55,0.4528
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.8,1.0296
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.36,0.7738
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.42,0.7855
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.08,0.3699
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,8.58,1.5232
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.31,0.5877
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,32.48,5.7666
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,55.17,9.7959
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,46.92,8.33
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,26.86,4.7694
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.4,0.7813
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,122.4,21.7332
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,5.91,1.0493
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,46.1,8.1845
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,45.19,8.0229
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,32.67,5.8014
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.25,0.3995
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.13,0.9108
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,26.96,4.7873
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.08,0.9023
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.56,1.8742
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1097
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,98.32,17.4575
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.76,1.2004
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.29,0.4074
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.13,0.9109
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,26.81,4.7605
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,9.77,1.7339
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,11.43,2.0295
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,7.97,1.4146
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.09,5.6973
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.24,1.1076
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.07,0.8998
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.43,1.8526
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.15,0.3818
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.21,0.392
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,21.1,3.7472
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.5,0.2669
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.15,0.5594
2019-08-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.06,0.3652
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.48,0.9734
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.68,0.8301
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.72,0.8385
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,10.11,1.795
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.92,0.6956
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,37.61,6.6774
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,12.41,2.2028
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,57.89,10.279
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,48.59,8.6278
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,30.58,5.4293
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.72,0.8373
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,122.9,21.8217
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.25,1.1095
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,50.11,8.8975
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.94,8.5118
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,45.92,8.1537
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,2.48,0.4405
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,30.27,5.3747
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.35,0.9493
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.28,2.0029
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1097
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,102.49,18.1969
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.64,1.1794
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,1.7,0.3026
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.34,0.9484
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,27.63,4.9053
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.95,1.9445
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.07,2.3202
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.71,1.7243
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,35.16,6.2424
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.01,1.2451
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.42,0.9615
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.89,1.9334
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.67,0.4739
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.88,0.5121
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,25.57,4.5402
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.12,0.3762
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.73,0.6621
2019-08-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,3.09,0.548
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.99,1.0635
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.57,0.8119
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.68,0.8318
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,10.34,1.8357
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.01,0.7118
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.57,0.1007
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,25.85,4.5901
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,58.71,10.4239
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,48.77,8.6597
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,32.82,5.8267
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.55,0.8081
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,143.04,25.3976
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.59,1.1698
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,47.9,8.5056
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,50.48,8.9634
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,52.98,9.4075
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.72,0.4822
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.39,0.9567
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,31.58,5.6075
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.38,0.9561
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.4,2.0234
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1097
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,99.21,17.6158
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.77,1.2013
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.16,0.5617
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.07,0.8996
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,28.85,5.1217
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.71,1.9024
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.93,2.2953
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.68,1.7178
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.71,5.808
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.93,1.2304
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,6.09,1.0818
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.06,2.1421
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.1,0.372
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.22,0.3946
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,23.85,4.2347
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.95,0.3462
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.2,0.5689
2019-08-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.33,0.4136
2019-09-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.62,0.9839
2019-09-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.48,0.7843
2019-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.45,0.7793
2019-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.08,0.3646
2019-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.5,1.6638
2019-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.68,0.6444
2019-09-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.05,4.7369
2019-09-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,52.63,9.2183
2019-09-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.83,8.3766
2019-09-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,27.32,4.7847
2019-09-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,4.43,0.7766
2019-09-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,123.08,21.5567
2019-09-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,5.75,1.0065
2019-09-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,49.97,8.7518
2019-09-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.69,8.3526
2019-09-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.11,6.8501
2019-09-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.29,0.4012
2019-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.27,0.9238
2019-09-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,31.43,5.5054
2019-09-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.63,0.9855
2019-09-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,11.16,1.955
2019-09-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.62,0.1083
2019-09-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,99.72,17.4643
2019-09-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.95,1.217
2019-09-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.41,0.4212
2019-09-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.57,0.8007
2019-09-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,28.38,4.9699
2019-09-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.51,1.84
2019-09-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.08,2.116
2019-09-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.66,1.5171
2019-09-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.47,5.6867
2019-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,6.56,1.1494
2019-09-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.23,0.7403
2019-09-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,11.56,2.0247
2019-09-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,3.07,0.5373
2019-09-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.96,0.5178
2019-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,32.69,5.7254
2019-09-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.69,0.2966
2019-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.88,0.5047
